#,Pair,Amount,Price,Fee,FeeCurrency,Date
233261381,IOTA/USD,418.60107819,1.8184,-0.45671052,USD,2018-04-25 11:46:13
233261388,IOTA/USD,450.0,1.8184,-0.490968,USD,2018-04-25 11:46:13
233261396,IOTA/USD,50.0,1.8184,-0.054552,USD,2018-04-25 11:46:14
233261478,IOTA/USD,81.39892181,1.8184,-0.08880948,USD,2018-04-25 11:46:21
233387884,IOTA/USD,2000.0,1.7623,-2.11476,USD,2018-04-25 14:20:45
233576581,IOTA/USD,-999.83290625,1.8702,-1.1219325,USD,2018-04-25 17:55:56
233576590,IOTA/USD,-69.0,1.8702,-0.07742628,USD,2018-04-25 17:55:57
233578197,IOTA/USD,-6931.16709375,1.866,-7.76013468,USD,2018-04-25 17:59:54
233923165,OMG/USD,-17.54184091,19.747,-0.20783924,USD,2018-04-26 06:25:21
233923172,OMG/USD,-2.0,19.747,-0.0236964,USD,2018-04-26 06:25:22
233923196,OMG/USD,-30.45815909,19.747,-0.36087436,USD,2018-04-26 06:25:27
233926417,OMG/USD,-50.0,20.058,-2.0058,USD,2018-04-26 06:31:41
233941723,OMG/USD,-1.0826,20.109,-0.013062,USD,2018-04-26 06:49:22
233941725,OMG/USD,-10.4532,20.109,-0.12612204,USD,2018-04-26 06:49:23
233941744,OMG/USD,-10.0,20.109,-0.120654,USD,2018-04-26 06:49:25
233941751,OMG/USD,-62.8598,20.109,-0.75842863,USD,2018-04-26 06:49:29
233941752,OMG/USD,-15.6044,20.109,-0.18827333,USD,2018-04-26 06:49:29
233954170,OMG/USD,-2.00274,19.596,-0.02354742,USD,2018-04-26 07:04:24
233954179,OMG/USD,-2.1,19.596,-0.02469096,USD,2018-04-26 07:04:25
233954181,OMG/USD,-3.3,19.596,-0.03880008,USD,2018-04-26 07:04:26
233954223,OMG/USD,-2.6508,19.596,-0.03116705,USD,2018-04-26 07:04:29
233954228,OMG/USD,-22.568,19.596,-0.26534552,USD,2018-04-26 07:04:29
233954234,OMG/USD,-4.0,19.596,-0.0470304,USD,2018-04-26 07:04:30
233954259,OMG/USD,-50.0,19.596,-0.58788,USD,2018-04-26 07:04:33
233954278,OMG/USD,-3.89438454,19.596,-0.04578862,USD,2018-04-26 07:04:37
233954407,OMG/USD,-9.48407546,19.519,-0.1110718,USD,2018-04-26 07:04:55
234002764,OMG/USD,300.0,18.685,-3.3633,USD,2018-04-26 08:27:38
234099667,IOTA/USD,-65.62549327,1.888,-0.24780186,USD,2018-04-26 11:21:45
234099668,IOTA/USD,-934.37450673,1.888,-3.52819814,USD,2018-04-26 11:21:45
234102362,IOTA/USD,-823.52434355,1.89,-0.93387661,USD,2018-04-26 11:31:11
234102797,IOTA/USD,-176.47565645,1.89,-0.20012339,USD,2018-04-26 11:32:21
234112441,IOTA/USD,-1000.0,1.8927,-1.13562,USD,2018-04-26 12:04:45
234113130,IOTA/USD,-1000.0,1.8968,-1.13808,USD,2018-04-26 12:06:43
234164815,IOTA/USD,864.7092,1.8551,-0.96247322,USD,2018-04-26 14:30:38
234164840,IOTA/USD,30.0,1.8551,-0.0333918,USD,2018-04-26 14:30:39
234165012,IOTA/USD,351.94295783,1.8551,-0.39173363,USD,2018-04-26 14:30:49
234165015,IOTA/USD,800.0,1.8551,-0.890448,USD,2018-04-26 14:30:49
234165079,IOTA/USD,1953.34784217,1.8551,-2.17419335,USD,2018-04-26 14:30:57
235802076,EOS/USD,100.0,21.544,-1.29264,USD,2018-04-29 08:17:10
235822203,EOS/USD,100.0,21.548,-1.29288,USD,2018-04-29 08:46:26
235844361,EOS/USD,152.10498588,20.87,-1.90465863,USD,2018-04-29 08:57:40
235844436,EOS/USD,10.0,20.87,-0.12522,USD,2018-04-29 08:57:41
235844438,EOS/USD,10.0,20.87,-0.12522,USD,2018-04-29 08:57:41
235844451,EOS/USD,27.89501412,20.87,-0.34930137,USD,2018-04-29 08:57:42
235853711,EOS/USD,200.0,20.074,-2.40888,USD,2018-04-29 09:03:18
236074359,EOS/USD,-600.0,21.257,-7.65252,USD,2018-04-29 14:36:51
236427439,EOS/USD,21.83202369,18.739,-0.24546618,USD,2018-04-30 06:37:34
236427440,EOS/USD,78.16797631,18.739,-0.87887382,USD,2018-04-30 06:37:34
236507678,EOS/USD,100.0,17.567,-1.05402,USD,2018-04-30 08:25:55
236585521,EOS/USD,-200.0,18.96,-2.2752,USD,2018-04-30 11:02:53
237181649,EOS/USD,-43.33355423,17.697,-0.46012435,USD,2018-05-01 09:48:19
237181872,EOS/USD,-56.66644577,17.697,-0.60169565,USD,2018-05-01 09:48:48
237186931,EOS/USD,-100.0,17.69,-1.0614,USD,2018-05-01 09:59:03
237187992,EOS/USD,-100.0,17.801,-1.06806,USD,2018-05-01 10:01:09
237233991,EOS/USD,300.0,17.113,-3.08034,USD,2018-05-01 12:18:50
237257249,IOTA/USD,2000.0,1.8393,-2.20716,USD,2018-05-01 12:52:51
237267029,IOTA/USD,1000.0,1.8251,-1.09506,USD,2018-05-01 13:11:48
237316039,IOTA/USD,54.87182402,1.8234,-0.06003197,USD,2018-05-01 15:21:36
237317048,IOTA/USD,945.12817598,1.8234,-1.03400803,USD,2018-05-01 15:25:30
237336624,IOTA/USD,-288.29554012,1.8451,-0.31916046,USD,2018-05-01 16:31:08
237348381,IOTA/USD,-4000.0,1.8637,-4.47288,USD,2018-05-01 17:12:34
237348562,IOTA/USD,31.31713124,1.8632,-0.11670016,USD,2018-05-01 17:13:14
237348564,IOTA/USD,45.795,1.8632615,-0.17065612,USD,2018-05-01 17:13:14
237348565,IOTA/USD,190.0,1.8668,-0.709384,USD,2018-05-01 17:13:14
237348566,IOTA/USD,21.18340888,1.8698,-0.07921748,USD,2018-05-01 17:13:14
237796108,IOTA/USD,-653.86,2.121,-0.83210224,USD,2018-05-02 16:27:35
237796141,IOTA/USD,-346.14,2.121,-0.44049776,USD,2018-05-02 16:27:42
237797959,IOTA/USD,-1000.0,2.1311,-1.27866,USD,2018-05-02 16:31:43
237800378,IOTA/USD,-275.45299457,2.1348,-0.35282223,USD,2018-05-02 16:37:14
237800394,IOTA/USD,-724.54700543,2.1348,-0.92805777,USD,2018-05-02 16:37:20
237814014,IOTA/USD,-999.999995,2.1354,-1.28123999,USD,2018-05-02 17:18:00
237814015,IOTA/USD,-0.000005,2.1354,-0.00000001,USD,2018-05-02 17:18:00
237831949,IOTA/USD,-1000.0,2.1799,-1.30794,USD,2018-05-02 18:31:44
237839234,IOTA/USD,-5000.0,2.2013,-6.6039,USD,2018-05-02 18:52:48
237967627,IOTA/USD,17.73691406,2.2613,-0.02406509,USD,2018-05-02 23:59:35
237967628,IOTA/USD,617.97090099,2.2613,-0.83845056,USD,2018-05-02 23:59:35
237967630,IOTA/USD,87.64509527,2.2613,-0.11891511,USD,2018-05-02 23:59:35
237967667,IOTA/USD,221.27810231,2.2613,-0.3002257,USD,2018-05-02 23:59:43
237967672,IOTA/USD,268.47804767,2.2613,-0.36426565,USD,2018-05-02 23:59:43
237968087,IOTA/USD,14.94615257,2.2718,-0.0203728,USD,2018-05-03 00:01:00
237969054,IOTA/USD,24.18924576,2.2841,-0.11050131,USD,2018-05-03 00:03:36
237969055,IOTA/USD,1500.0,2.2864,-6.8592,USD,2018-05-03 00:03:36
237969056,IOTA/USD,122.97675499,2.2882,-0.56279082,USD,2018-05-03 00:03:36
237969057,IOTA/USD,5000.0,2.2888,-22.888,USD,2018-05-03 00:03:36
237969058,IOTA/USD,50.0,2.2889,-0.22889,USD,2018-05-03 00:03:36
237969059,IOTA/USD,2074.77878638,2.2889,-9.49792233,USD,2018-05-03 00:03:36
239560066,BCH/USD,-0.5,1687.7,-1.6877,USD,2018-05-05 10:40:34
239567260,BCH/USD,-1.0,1672.2,-3.3444,USD,2018-05-05 10:53:50
239575514,BCH/USD,-1.5,1658.8,-4.9764,USD,2018-05-05 11:10:54
239612045,BCH/USD,-1.0,1716.8,-1.03008,USD,2018-05-05 12:55:54
239650661,BCH/USD,4.0,1686.9,-13.4952,USD,2018-05-05 13:59:42
247569234,EOS/USD,-700.0,13.84,-19.376,USD,2018-05-20 16:13:47
247579399,EOS/USD,-177.70106983,14.165,-2.51713565,USD,2018-05-20 16:33:25
247579400,EOS/USD,-500.0,14.165,-7.0825,USD,2018-05-20 16:33:25
247579402,EOS/USD,-22.29893017,14.165,-0.31586435,USD,2018-05-20 16:33:25
247591574,EOS/USD,-21.0256,14.027,-0.29492609,USD,2018-05-20 17:16:12
247591614,EOS/USD,-378.9744,14.027,-5.31587391,USD,2018-05-20 17:16:23
247602289,EOS/USD,600.0,13.956,-8.3736,USD,2018-05-20 17:46:29
247602639,EOS/USD,532.1865807,13.966,-14.86503557,USD,2018-05-20 17:47:28
247602665,EOS/USD,67.8134193,13.974,-0.94762472,USD,2018-05-20 17:47:32
247602694,EOS/USD,39.10910589,13.969,-1.0926302,USD,2018-05-20 17:47:38
247602695,EOS/USD,257.681,13.972,-7.20063786,USD,2018-05-20 17:47:38
247602696,EOS/USD,303.20989411,13.972,-8.47289728,USD,2018-05-20 17:47:38
247690559,EOS/USD,700.0,13.782,-9.6474,USD,2018-05-21 01:06:12
247730676,EOS/USD,-206.67509791,13.973,-2.88787114,USD,2018-05-21 04:37:13
247730709,EOS/USD,-150.228,13.973,-2.09913584,USD,2018-05-21 04:37:21
247730710,EOS/USD,-95.78786307,13.973,-1.33844381,USD,2018-05-21 04:37:22
247730712,EOS/USD,-73.67072661,13.973,-1.02940106,USD,2018-05-21 04:37:22
247730713,EOS/USD,-163.13462313,13.973,-2.27948009,USD,2018-05-21 04:37:23
247730730,EOS/USD,-10.50368928,13.973,-0.14676805,USD,2018-05-21 04:37:30
250178669,EOS/USD,-108.23994337,12.643,-1.3684776,USD,2018-05-26 07:45:34
250178670,EOS/USD,-77.292,12.643,-0.97720276,USD,2018-05-26 07:45:34
250178671,EOS/USD,-514.46805663,12.643,-6.50441964,USD,2018-05-26 07:45:34
250180178,EOS/USD,700.0,12.6,-8.82,USD,2018-05-26 07:49:49
250227759,EOS/USD,222.56850722,12.395,-2.75873665,USD,2018-05-26 12:12:52
250227770,EOS/USD,477.43149278,12.395,-5.91776335,USD,2018-05-26 12:12:52
250240982,EOS/USD,-700.0,12.47,-8.729,USD,2018-05-26 13:37:42
250333075,EOS/USD,461.57629123,12.201,-5.63169233,USD,2018-05-26 22:51:42
250333103,EOS/USD,30.938,12.201,-0.37747454,USD,2018-05-26 22:51:42
250333155,EOS/USD,207.48570877,12.201,-2.53153313,USD,2018-05-26 22:51:43
250436221,EOS/USD,2.0,12.14,-0.04856,USD,2018-05-27 07:31:38
250439986,EOS/USD,-47.64663287,12.418,-1.18335177,USD,2018-05-27 07:42:21
250439987,EOS/USD,-200.0,12.417,-4.9668,USD,2018-05-27 07:42:21
250439988,EOS/USD,-350.0,12.416,-8.6912,USD,2018-05-27 07:42:21
250439990,EOS/USD,-104.35336713,12.41594766,-2.59129189,USD,2018-05-27 07:42:21
251149492,EOS/USD,-700.0,12.101,-8.4707,USD,2018-05-28 19:36:50
251166388,EOS/USD,8.6518,12.048,-0.10423689,USD,2018-05-28 21:01:59
251166727,EOS/USD,500.0,12.065,-12.065,USD,2018-05-28 21:03:25
251166728,EOS/USD,26.73607665,12.067,-0.64524847,USD,2018-05-28 21:03:25
251166729,EOS/USD,20.67407839,12.067,-0.49894821,USD,2018-05-28 21:03:25
251166730,EOS/USD,46.65975534,12.068,-1.12617985,USD,2018-05-28 21:03:25
251166731,EOS/USD,51.47607951,12.069,-1.24252961,USD,2018-05-28 21:03:25
251166732,EOS/USD,45.80221011,12.07,-1.10566535,USD,2018-05-28 21:03:25
251337552,EOS/USD,700.0,10.836,-7.5852,USD,2018-05-29 05:35:51
251345048,EOS/USD,-601.0,10.923,-6.564723,USD,2018-05-29 05:47:05
251345076,EOS/USD,-340.0,10.923,-3.71382,USD,2018-05-29 05:47:06
251345100,EOS/USD,-351.083,10.923,-3.83487961,USD,2018-05-29 05:47:08
251345101,EOS/USD,-9.257,10.923,-0.10111421,USD,2018-05-29 05:47:08
251345110,EOS/USD,-61.16781926,10.923,-0.66813609,USD,2018-05-29 05:47:08
251345111,EOS/USD,-37.49218074,10.923,-0.40952709,USD,2018-05-29 05:47:08
251352990,EOS/USD,54.3086905,10.94,-0.59413707,USD,2018-05-29 06:09:35
251353043,EOS/USD,13.64254162,10.94,-0.14924941,USD,2018-05-29 06:09:38
251353054,EOS/USD,369.25915741,10.94,-4.03969518,USD,2018-05-29 06:09:38
251353139,EOS/USD,100.0,10.94,-1.094,USD,2018-05-29 06:09:42
251353175,EOS/USD,162.78961047,10.94,-1.78091834,USD,2018-05-29 06:09:44
251379624,EOS/USD,-1000.0,11.209,-11.209,USD,2018-05-29 07:25:07
251383244,EOS/USD,300.0,11.123,-3.3369,USD,2018-05-29 07:29:17
251383292,EOS/USD,500.0,11.123,-5.5615,USD,2018-05-29 07:29:23
251383300,EOS/USD,200.0,11.123,-2.2246,USD,2018-05-29 07:29:24
251486296,EOS/USD,-700.0,11.838,-8.2866,USD,2018-05-29 11:27:17
251622927,EOS/USD,700.0,11.85,-16.59,USD,2018-05-29 15:57:08
251672315,IOTA/USD,-165.22711303,1.6351,-0.27016285,USD,2018-05-29 18:15:25
251672426,IOTA/USD,-1495.21791562,1.6337,-4.88547502,USD,2018-05-29 18:15:39
251672488,IOTA/USD,-4339.55497135,1.63,-7.0734746,USD,2018-05-29 18:15:47
251678936,IOTA/USD,300.0,1.6123,-0.48369,USD,2018-05-29 18:28:55
251678948,IOTA/USD,200.0,1.6123,-0.32246,USD,2018-05-29 18:28:59
251679044,IOTA/USD,5500.0,1.6123,-8.86765,USD,2018-05-29 18:29:17
251681869,EOS/USD,-700.0,12.408,-8.6856,USD,2018-05-29 18:35:34
251686626,EOS/USD,-300.0,12.403,-3.7209,USD,2018-05-29 18:47:24
251686628,EOS/USD,-400.0,12.403,-4.9612,USD,2018-05-29 18:47:24
251687901,EOS/USD,-2.0,12.402,-0.049608,USD,2018-05-29 18:51:09
251687918,EOS/USD,-2.0,12.396,-0.049584,USD,2018-05-29 18:51:13
251687922,EOS/USD,-2.0,12.396,-0.049584,USD,2018-05-29 18:51:15
251687950,EOS/USD,-2.0,12.396,-0.049584,USD,2018-05-29 18:51:19
251687970,EOS/USD,-2.0,12.396,-0.049584,USD,2018-05-29 18:51:21
251688009,EOS/USD,-2.0,12.38363188,-0.04953453,USD,2018-05-29 18:51:25
251688040,EOS/USD,-2.0,12.376,-0.049504,USD,2018-05-29 18:51:28
251688070,EOS/USD,-2.0,12.363,-0.049452,USD,2018-05-29 18:51:32
251688078,EOS/USD,-2.0,12.37,-0.04948,USD,2018-05-29 18:51:34
251688115,EOS/USD,-2.0,12.378,-0.049512,USD,2018-05-29 18:51:41
251688141,EOS/USD,-2.0,12.378,-0.049512,USD,2018-05-29 18:51:43
251688164,EOS/USD,-2.0,12.379,-0.049516,USD,2018-05-29 18:51:46
251688171,EOS/USD,-2.0,12.379,-0.049516,USD,2018-05-29 18:51:47
251688186,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:51:50
251688199,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:51:52
251688221,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:51:55
251688242,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:51:57
251688287,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:52:00
251688304,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:52:02
251688314,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:52:04
251688408,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:52:06
251688469,EOS/USD,-2.0,12.38,-0.04952,USD,2018-05-29 18:52:08
251688613,EOS/USD,-2.0,12.36,-0.04944,USD,2018-05-29 18:52:12
251688686,EOS/USD,-2.0,12.36,-0.04944,USD,2018-05-29 18:52:15
251688718,EOS/USD,-2.0,12.359,-0.049436,USD,2018-05-29 18:52:17
251688749,EOS/USD,-2.0,12.344,-0.049376,USD,2018-05-29 18:52:19
251688785,EOS/USD,-2.0,12.352,-0.049408,USD,2018-05-29 18:52:22
251688851,EOS/USD,-2.0,12.332,-0.049328,USD,2018-05-29 18:52:25
251688947,EOS/USD,-2.0,12.32,-0.04928,USD,2018-05-29 18:52:28
251689030,EOS/USD,-2.0,12.348,-0.049392,USD,2018-05-29 18:52:35
251689062,EOS/USD,-2.0,12.34,-0.04936,USD,2018-05-29 18:52:38
251689087,EOS/USD,-2.0,12.34,-0.04936,USD,2018-05-29 18:52:40
251689106,EOS/USD,-2.0,12.341,-0.049364,USD,2018-05-29 18:52:43
251689270,EOS/USD,-2.0,12.35,-0.0494,USD,2018-05-29 18:52:56
251690858,EOS/USD,30.51023625,12.27,-0.3743606,USD,2018-05-29 18:53:56
251691115,EOS/USD,-2.0,12.304,-0.049216,USD,2018-05-29 18:54:12
251691140,EOS/USD,-2.0,12.314,-0.049256,USD,2018-05-29 18:54:14
251691171,EOS/USD,-2.0,12.315,-0.04926,USD,2018-05-29 18:54:15
251691213,EOS/USD,-2.0,12.315,-0.04926,USD,2018-05-29 18:54:16
251691260,EOS/USD,-2.0,12.316,-0.049264,USD,2018-05-29 18:54:18
251691280,EOS/USD,-2.0,12.316,-0.049264,USD,2018-05-29 18:54:19
251691286,EOS/USD,-2.0,12.316,-0.049264,USD,2018-05-29 18:54:21
251691316,EOS/USD,-2.0,12.314,-0.049256,USD,2018-05-29 18:54:22
251691351,EOS/USD,-2.0,12.314,-0.049256,USD,2018-05-29 18:54:24
251691361,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:25
251691382,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:27
251691385,EOS/USD,-2.0,12.305,-0.04922,USD,2018-05-29 18:54:28
251691406,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:30
251691413,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:32
251691431,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:33
251691441,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:34
251691455,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:36
251691460,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:37
251691488,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:39
251691514,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:43
251691520,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:45
251691540,EOS/USD,-2.0,12.301,-0.049204,USD,2018-05-29 18:54:46
251691561,EOS/USD,-2.0,12.3,-0.0492,USD,2018-05-29 18:54:48
251691596,EOS/USD,-2.0,12.29,-0.04916,USD,2018-05-29 18:54:50
251691678,EOS/USD,-2.0,12.28,-0.04912,USD,2018-05-29 18:54:52
251691708,EOS/USD,-2.0,12.28,-0.04912,USD,2018-05-29 18:54:53
251691729,EOS/USD,-2.0,12.28,-0.04912,USD,2018-05-29 18:54:55
251691751,EOS/USD,-2.0,12.28,-0.04912,USD,2018-05-29 18:54:56
251691790,EOS/USD,-2.0,12.281,-0.049124,USD,2018-05-29 18:54:58
251691824,EOS/USD,1437.48976375,12.27,-17.6379994,USD,2018-05-29 18:54:59
251692052,EOS/USD,3.0,12.313,-0.073878,USD,2018-05-29 18:55:15
251692053,EOS/USD,27.33213926,12.313,-0.67308126,USD,2018-05-29 18:55:15
251692054,EOS/USD,27.66786074,12.314,-0.68140407,USD,2018-05-29 18:55:15
251709342,IOTA/USD,10.0,1.6291,-0.032582,USD,2018-05-29 19:55:42
251709354,IOTA/USD,10.0,1.6291,-0.032582,USD,2018-05-29 19:55:45
251709358,IOTA/USD,10.0,1.6291,-0.032582,USD,2018-05-29 19:55:46
251709364,IOTA/USD,10.0,1.6291,-0.032582,USD,2018-05-29 19:55:48
251709372,IOTA/USD,10.0,1.6272,-0.032544,USD,2018-05-29 19:55:49
251709373,IOTA/USD,10.0,1.6272,-0.032544,USD,2018-05-29 19:55:50
251709378,IOTA/USD,8.856,1.6272,-0.02882097,USD,2018-05-29 19:55:51
251709379,IOTA/USD,1.144,1.6272,-0.00372303,USD,2018-05-29 19:55:51
251709382,IOTA/USD,10.0,1.6272,-0.032544,USD,2018-05-29 19:55:52
251709383,IOTA/USD,10.0,1.6272,-0.032544,USD,2018-05-29 19:55:53
251709424,IOTA/USD,10.0,1.6272,-0.032544,USD,2018-05-29 19:56:02
251709928,IOTA/USD,-100.0,1.62,-0.324,USD,2018-05-29 19:59:12
251711419,IOTA/USD,-1625.5301229,1.6339,-2.65595367,USD,2018-05-29 20:06:34
251711532,IOTA/USD,-561.22535081,1.6339,-0.9169861,USD,2018-05-29 20:07:00
251711539,IOTA/USD,-153.742,1.6339,-0.25119905,USD,2018-05-29 20:07:04
251711617,IOTA/USD,-800.0,1.6339,-1.30712,USD,2018-05-29 20:07:26
251711677,IOTA/USD,-277.6041,1.6339,-0.45357734,USD,2018-05-29 20:07:37
251711693,IOTA/USD,-153.742,1.6339,-0.25119905,USD,2018-05-29 20:07:41
251711706,IOTA/USD,-600.0,1.6339,-0.98034,USD,2018-05-29 20:07:50
251711917,IOTA/USD,-1828.15642629,1.6339,-2.98702478,USD,2018-05-29 20:08:49
251717064,IOTA/USD,-10.0,1.6439,-0.032878,USD,2018-05-29 20:24:58
251717065,IOTA/USD,-10.0,1.6439,-0.032878,USD,2018-05-29 20:25:00
251717067,IOTA/USD,-10.0,1.6439,-0.032878,USD,2018-05-29 20:25:01
251717088,IOTA/USD,-10.0,1.6419,-0.032838,USD,2018-05-29 20:25:04
251717100,IOTA/USD,-10.0,1.6422,-0.032844,USD,2018-05-29 20:25:05
251717107,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:07
251717111,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:08
251717114,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:09
251717119,IOTA/USD,-10.0,1.6425,-0.03285,USD,2018-05-29 20:25:10
251717123,IOTA/USD,-10.0,1.6423,-0.032846,USD,2018-05-29 20:25:12
251717128,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:13
251717144,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:15
251717152,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:16
251717157,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:17
251717163,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:19
251717165,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:21
251717175,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:23
251717189,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:24
251717195,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:27
251717200,IOTA/USD,-10.0,1.642,-0.03284,USD,2018-05-29 20:25:28
251717205,IOTA/USD,-10.0,1.6421,-0.032842,USD,2018-05-29 20:25:30
251717212,IOTA/USD,-10.0,1.6422,-0.032844,USD,2018-05-29 20:25:31
251717217,IOTA/USD,-10.0,1.6423,-0.032846,USD,2018-05-29 20:25:33
251717235,IOTA/USD,-10.0,1.6426,-0.032852,USD,2018-05-29 20:25:34
251717244,IOTA/USD,-10.0,1.6416,-0.032832,USD,2018-05-29 20:25:36
251717251,IOTA/USD,-10.0,1.641,-0.03282,USD,2018-05-29 20:25:37
251717254,IOTA/USD,-10.0,1.641,-0.03282,USD,2018-05-29 20:25:39
251717261,IOTA/USD,-10.0,1.641,-0.03282,USD,2018-05-29 20:25:40
251717268,IOTA/USD,-10.0,1.641,-0.03282,USD,2018-05-29 20:25:41
251717273,IOTA/USD,-10.0,1.6425,-0.03285,USD,2018-05-29 20:25:43
251717280,IOTA/USD,-10.0,1.6425,-0.03285,USD,2018-05-29 20:25:44
251717281,IOTA/USD,-10.0,1.6425,-0.03285,USD,2018-05-29 20:25:45
251717284,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:46
251717285,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:47
251717286,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:49
251717288,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:50
251717298,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:51
251717300,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:52
251717305,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:53
251717311,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:54
251717315,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:55
251717317,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:56
251717325,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:58
251717328,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:25:59
251717330,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:00
251717338,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:02
251717341,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:04
251717344,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:05
251717345,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:06
251717347,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:07
251717349,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:09
251717351,IOTA/USD,-10.0,1.6424,-0.032848,USD,2018-05-29 20:26:10
251717368,IOTA/USD,-10.0,1.6399,-0.032798,USD,2018-05-29 20:26:13
251717376,IOTA/USD,-10.0,1.6399,-0.032798,USD,2018-05-29 20:26:15
251717381,IOTA/USD,-10.0,1.6399,-0.032798,USD,2018-05-29 20:26:16
251717382,IOTA/USD,-10.0,1.6398,-0.032796,USD,2018-05-29 20:26:17
251717387,IOTA/USD,-10.0,1.6397,-0.032794,USD,2018-05-29 20:26:18
251717391,IOTA/USD,-10.0,1.6393,-0.032786,USD,2018-05-29 20:26:20
251717393,IOTA/USD,-10.0,1.6393,-0.032786,USD,2018-05-29 20:26:21
251717398,IOTA/USD,-10.0,1.6394,-0.032788,USD,2018-05-29 20:26:23
251717408,IOTA/USD,-10.0,1.6395,-0.03279,USD,2018-05-29 20:26:25
251717416,IOTA/USD,-10.0,1.639,-0.03278,USD,2018-05-29 20:26:26
251717418,IOTA/USD,-10.0,1.6394,-0.032788,USD,2018-05-29 20:26:28
251717419,IOTA/USD,-10.0,1.6394,-0.032788,USD,2018-05-29 20:26:29
251717428,IOTA/USD,-10.0,1.639,-0.03278,USD,2018-05-29 20:26:30
251717436,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:32
251717441,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:33
251717445,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:35
251717458,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:36
251717463,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:37
251717465,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:38
251717479,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:40
251717480,IOTA/USD,-10.0,1.6391,-0.032782,USD,2018-05-29 20:26:41
